Región;Número de Región;Comuna;Establecimiento;Teléfono;Pertenecencia;Dirección
Metropolitana de Santiago;RM;La Granja;Centro de Salud Familiar Padre Esteban Gumucio;225250363;Perteneciente;Avenida Central 281
Metropolitana de Santiago;RM;Lo Espejo;Centro de Salud Familiar Clara Estrella;800500459;Perteneciente;Calle Putre 6868
Metropolitana de Santiago;RM;Lo Espejo;Centro de Salud Familiar Julio Acuña Pinzón;800500460;Perteneciente;Avenida Central Raúl Silva Henríquez 8260
Metropolitana de Santiago;RM;Lo Espejo;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;;Perteneciente;Calle José María Caro 3849
Metropolitana de Santiago;RM;La Cisterna;Centro de Salud Familiar Santa Anselma;800500457;Perteneciente;Calle Fernando de Aragón 8365
Metropolitana de Santiago;RM;El Bosque;Centro de Salud Familiar Dr. Carlos Lorca Tobar;225470523;Perteneciente;Calle Claudina Parra 11028
Metropolitana de Santiago;RM;San Bernardo;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);225769920;Perteneciente;Calle San Alfonso 1202
Metropolitana de Santiago;RM;El Bosque;Centro de Salud Familiar Cóndores de Chile;800500452;Perteneciente;Calle Agusto D`Almar 555
Metropolitana de Santiago;RM;San Bernardo;Centro de Salud Familiar Confraternidad;800500466;Perteneciente;Calle Martín de Solís 14210
Metropolitana de Santiago;RM;San Bernardo;Centro de Salud Familiar Carol Urzúa de San Bernardo;225761251;Perteneciente;Calle Loncomilla 958
Metropolitana de Santiago;RM;El Bosque;Centro de Salud Familiar Santa Laura;800500453;Perteneciente;Calle Indio Gerónimo 10460
Metropolitana de Santiago;RM;Paine;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);;Perteneciente;Avenida General Baquedano 214
Metropolitana de Santiago;RM;Paine;Centro de Salud Familiar Dr. Raúl Moya;;Perteneciente;
Metropolitana de Santiago;RM;Buin;Centro de Salud Familiar Maipo;228221180;Perteneciente;
Metropolitana de Santiago;RM;Calera de Tango;Centro de Salud Familiar Calera de Tango;228557292;Perteneciente;
Metropolitana de Santiago;RM;San Joaquín;Centro de Salud Familiar Santa Teresa de Los Andes;225761153;Perteneciente;Calle Gustavo Campaña 5380
Metropolitana de Santiago;RM;El Bosque;Centro de Salud Familiar Dr. Mario Salcedo;;Perteneciente;Pasaje Mar Báltico 13256
Metropolitana de Santiago;RM;El Bosque;Centro de Salud Familiar Dra. Haydeé López Casoou;225761451;Perteneciente;Calle Lo Martínez 862
Metropolitana de Santiago;RM;La Cisterna;Centro de Salud Familiar Eduardo Frei Montalva;225760900;Perteneciente;Avenida Ossa 140
Metropolitana de Santiago;RM;San Bernardo;Centro de Salud Familiar Joan Alsina;;Perteneciente;Calle Márquez de la Plata 5
Metropolitana de Santiago;RM;El Bosque;Centro de Salud Familiar Canciller Orlando Letelier;800500454;Perteneciente;Calle Lo Moreno 890
Metropolitana de Santiago;RM;San Bernardo;Centro de Salud Familiar Raúl Brañes F.;;Perteneciente;Avenida Carlos Condell 1036
Metropolitana de Santiago;RM;Pedro Aguirre Cerda;Centro de Salud Familiar Edgardo Enríquez Froeden;800500464;Perteneciente;Avenida Clotario Blest 2650
Metropolitana de Santiago;RM;San Bernardo;Centro de Salud Familiar Juan Pablo II;228592168;Perteneciente;Calle Santa Marta 276
Metropolitana de Santiago;RM;Buin;Centro de Salud Familiar Alto Jahuel;;Perteneciente;
Metropolitana de Santiago;RM;Calera de Tango;Centro de Salud Familiar Los Bajos de San Agustín;228551600;Perteneciente;
Metropolitana de Santiago;RM;El Bosque;COSAM El Bosque;228218480;Perteneciente;Calle Padre Hurtado 11480
Metropolitana de Santiago;RM;Pedro Aguirre Cerda;COSAM Pedro Aguirre Cerda;800500020;Perteneciente;Avenida La Marina 2256
Metropolitana de Santiago;RM;San Bernardo;COSAM San Bernardo;225761000;Perteneciente;Calle Martín de Solís 14260
Metropolitana de Santiago;RM;San Joaquín;COSAM San Joaquín;225539035;Perteneciente;Calle Álvarez de Toledo 569
Metropolitana de Santiago;RM;Buin;Centro de Salud Familiar Héctor García;800500475;Perteneciente;Calle Errázuriz 703
Metropolitana de Santiago;RM;San Bernardo;Centro de Salud Familiar El Manzano;225761241;Perteneciente;Calle Camino Santa Teresa 1876
Metropolitana de Santiago;RM;San Miguel;Centro de Imagenología Mamaria Metropolitano;;Perteneciente;Calle José Miguel Carrera 3204
Metropolitana de Santiago;RM;Lo Espejo;Centro de Salud Familiar Pueblo Lo Espejo;;Perteneciente;Avenida Lo Espejo 2891
Metropolitana de Santiago;RM;Buin;Posta de Salud Rural Linderos;;Perteneciente;
Metropolitana de Santiago;RM;Buin;Posta de Salud Rural Alto Jahuel;;Perteneciente;
Metropolitana de Santiago;RM;Buin;Posta de Salud Rural Valdivia de Paine;;Perteneciente;
Metropolitana de Santiago;RM;Buin;Posta de Salud Rural Viluco;;Perteneciente;
Metropolitana de Santiago;RM;Buin;Posta de Salud Rural El Recurso;;Perteneciente;
Metropolitana de Santiago;RM;Buin;Posta de Salud Rural Los Morros;;Perteneciente;
Metropolitana de Santiago;RM;Paine;Posta de Salud Rural Pintué;229363355;Perteneciente;
Metropolitana de Santiago;RM;Paine;Posta de Salud Rural Huelquén;;Perteneciente;
Metropolitana de Santiago;RM;Paine;Posta de Salud Rural Rangue;229363360;Perteneciente;
Metropolitana de Santiago;RM;Paine;Posta de Salud Rural Abrantes;229363350;Perteneciente;
Metropolitana de Santiago;RM;Paine;Posta de Salud Rural Chada;229363380;Perteneciente;
Metropolitana de Santiago;RM;Calera de Tango;Posta de Salud Rural Santa Inés;228552191;Perteneciente;
Metropolitana de Santiago;RM;Lo Espejo;COSAM Lo Espejo;225170903;Perteneciente;Pasaje 24 2379
Metropolitana de Santiago;RM;San Joaquín;Centro Comunitario de Salud Familiar Yalta;225549736;Perteneciente;Calle Yalta 2500
Metropolitana de Santiago;RM;San Joaquín;Centro Comunitario de Salud Familia Sierra Bella;225122709;Perteneciente;Calle Sierra Bella 3208
Metropolitana de Santiago;RM;Pedro Aguirre Cerda;Centro Comunitario de Salud Familiar Cooperación;;Perteneciente;Calle Cooperación 6041
Metropolitana de Santiago;RM;San Bernardo;Centro Comunitario de Salud Familiar Cerrillos de Nos;225769920;Perteneciente;
Metropolitana de Santiago;RM;San Bernardo;Centro Comunitario de Salud Familiar Rapa Nui;;Perteneciente;Calle Miguel de Unamuno 2738
Metropolitana de Santiago;RM;El Bosque;Centro Comunitario de Salud Familiar Santa Laura;;Perteneciente;Calle Picton 1050
Metropolitana de Santiago;RM;San Joaquín;Centro Comunitario de Salud Familiar Juan Aravena;225769930;Perteneciente;Calle Juan Aravena 472
Metropolitana de Santiago;RM;San Bernardo;Centro Comunitario de Salud Familiar Lo Herrera;225769920;Perteneciente;Calle Volcán Guallatiri 8282
Metropolitana de Santiago;RM;San Joaquín;Centro Comunitario de Salud Familiar Reverendo Javier Peró;225121141;Perteneciente;
Metropolitana de Santiago;RM;Buin;Centro Comunitario de Salud Familiar Dr. Héctor García;225769900;Perteneciente;Avenida Nuevo Buin Poniente Exclemencia Sazo 1591
Metropolitana de Santiago;RM;San Miguel;SAPU Recreo;225761401;Perteneciente;Calle Varas Mena 785
Metropolitana de Santiago;RM;Pedro Aguirre Cerda;SAR Dr. Amador Neghme R.;226124000;Perteneciente;Calle Llanquihue, Población Dávila 6043
Metropolitana de Santiago;RM;Pedro Aguirre Cerda;SAPU La Feria;225966818;Perteneciente;Calle Uno Oriente 3939
Metropolitana de Santiago;RM;La Granja;SAPU Padre Esteban Gumucio;225253063;Perteneciente;Avenida Padre Esteban Gumucio 281
Metropolitana de Santiago;RM;Lo Espejo;SAPU Clara Estrella;225211977;Perteneciente;
Metropolitana de Santiago;RM;Lo Espejo;SAPU Julio Acuña Pinzón;227800559;Perteneciente;Avenida Central 8260
Metropolitana de Santiago;RM;Lo Espejo;SAPU Dental Valledor Tres;;Perteneciente;Calle José María Caro 3849
Metropolitana de Santiago;RM;El Bosque;SAPU Dr. Carlos Lorca;225470523;Perteneciente;Pasaje El Pajar 10675
Metropolitana de Santiago;RM;San Bernardo;SAPU Raúl Cuevas (Ex San Bernardo);228799295;Perteneciente;Calle San Alfonso 1201
Metropolitana de Santiago;RM;El Bosque;SAPU Cóndores de Chile;225614085;Perteneciente;Avenida Gran Avenida 9902
Metropolitana de Santiago;RM;San Bernardo;SAPU Confraternidad;225689120;Perteneciente;Calle Martín de Solís 14210
Metropolitana de Santiago;RM;Paine;SAPU Paine;228241156;Perteneciente;Calle José Joaquín Prieto 118
Metropolitana de Santiago;RM;Lo Espejo;SAPU Dra. Mariela Salgado;227800561;Perteneciente;Avenida Cardenal Caro 3849
Metropolitana de Santiago;RM;San Joaquín;SAPU Santa Teresa de Los Andes;225527468;Perteneciente;Calle Gustavo Campaña 5380
Metropolitana de Santiago;RM;El Bosque;SAR Haydee Lopez;226187000;Perteneciente;Calle Lo Martínez 862
Metropolitana de Santiago;RM;La Cisterna;SAPU Eduardo Frei Montalva;225580678;Perteneciente;Avenida Ossa 140
Metropolitana de Santiago;RM;San Bernardo;SAPU Padre Joan Alsina;225766050;Perteneciente;Calle Márquez de la Plata 5
Metropolitana de Santiago;RM;San Bernardo;SAPU Carol Urzúa de San Bernardo;228593716;Perteneciente;Calle Mendoza 855
Metropolitana de Santiago;RM;San Bernardo;SAPU Raúl Brañes F.;228451934;Perteneciente;Calle Carlos Condell 1036
Metropolitana de Santiago;RM;Pedro Aguirre Cerda;SAPU Edgardo Enríquez Froedden;227980512;Perteneciente;Calle Clotario Blest 2650
Metropolitana de Santiago;RM;San Bernardo;SAPU Juan Pablo II;225766150;Perteneciente;Calle Santa Marta 277
Metropolitana de Santiago;RM;Vitacura;Clínica Alemana;222101200;No Perteneciente;Avenida Vitacura 5951
Metropolitana de Santiago;RM;Vitacura;Clínica Tabancura;223954619;No Perteneciente;Avenida Tabancura 1185
Metropolitana de Santiago;RM;Providencia;Clínica Costanera;222358839;No Perteneciente;Calle Antonio Bellet 189
Metropolitana de Santiago;RM;Las Condes;Nueva Clínica Cordillera;228347500;No Perteneciente;Avenida Alexander Fleming 7885
Metropolitana de Santiago;RM;Providencia;Clínica Psiquiatrica Bretaña;222238855;No Perteneciente;Avenida Francisco Bilbao 2638
Metropolitana de Santiago;RM;Macul;Clínica del Carmen;224722700;No Perteneciente;Avenida Quilín 3679
Metropolitana de Santiago;RM;Providencia;Clínica Indisa;223625397;No Perteneciente;Avenida Santa María 1810
Metropolitana de Santiago;RM;Las Condes;Clínica Las Condes;224888450;No Perteneciente;Calle Lo Fontecilla 441
Metropolitana de Santiago;RM;Macul;Clínica Macul;222711066;No Perteneciente;Calle Rodrigo de Araya 3240
Metropolitana de Santiago;RM;Ñuñoa;Clínica Recuperación Alcohol Alfa;222047462;No Perteneciente;Avenida Simón Bolívar 2581
Metropolitana de Santiago;RM;Providencia;Clínica Miguel Claro;222649487;No Perteneciente;Calle Miguel Claro 988
Metropolitana de Santiago;RM;Providencia;Clínica Servet;226406500;No Perteneciente;Calle Almirante Pastene 190
Metropolitana de Santiago;RM;Vitacura;Clínica Oftalmólogica los Andes;223704600;No Perteneciente;Calle Las Hualtatas 5951
Metropolitana de Santiago;RM;Providencia;Centro Médico y Dental Megasalud Providencia;224317200;No Perteneciente;Calle 11 de Septiembre 1920
Metropolitana de Santiago;RM;Ñuñoa;Clínica Ñuñoa;222232475;No Perteneciente;Calle Capitán Orella 2467
Metropolitana de Santiago;RM;Vitacura;Clínica Psiquiatrica Pocuro;222204737;No Perteneciente;Avenida Presidente Kennedy 9000
Metropolitana de Santiago;RM;Providencia;Clínica San Andrés;222055344;No Perteneciente;Calle Los Jesuitas 695
Metropolitana de Santiago;RM;Las Condes;Pensionado San José;222128516;No Perteneciente;Avenida Cristóbal Colón 5850
Metropolitana de Santiago;RM;Providencia;Clínica Sara Moncada;223478000;No Perteneciente;Avenida Pedro de Valdivia 2219
Metropolitana de Santiago;RM;Las Condes;Hospital FACH;227826000;No Perteneciente;Avenida Las Condes 8631
Metropolitana de Santiago;RM;Ñuñoa;Hospital Carabineros;228700000;No Perteneciente;Calle Simón Bolívar 2200
Metropolitana de Santiago;RM;Ñuñoa;Clínica Oriente;222275077;No Perteneciente;Calle Cauquenes 92
Metropolitana de Santiago;RM;Vitacura;Clínica Lo Curro;223667800;No Perteneciente;Avenida Santa María 5950
Metropolitana de Santiago;RM;Providencia;Centro CONIN Credes;224810555;No Perteneciente;Avenida Pedro de Valdivia 1880
Metropolitana de Santiago;RM;Providencia;Hospital del Trabajador Santiago;226853333;No Perteneciente;Calle Ramón Carnicer 185
Metropolitana de Santiago;RM;Providencia;Clínica Santa Rafaela;226355660;No Perteneciente;Calle Seminario 580
Metropolitana de Santiago;RM;Providencia;Clínica Europa;222741532;No Perteneciente;Avenida Pedro de Valdivia 483
Metropolitana de Santiago;RM;Las Condes;Hospital Dipreca Teniente Hernán Merino;222401282;No Perteneciente;Calle Vital Apoquindo 1200
Metropolitana de Santiago;RM;Providencia;Clínica Santa María;224613510;No Perteneciente;Avenida Santa María 410
Metropolitana de Santiago;RM;Ñuñoa;Clínica Psiquiatrica Renacer;222253545;No Perteneciente;Calle Capitán Orella 2404
Metropolitana de Santiago;RM;Providencia;Clínica Oncológica Arturo López Pérez;224457278;No Perteneciente;Calle Rancagua 878
Metropolitana de Santiago;RM;La Reina;Clínica Psicoterapia los Tiempos;222270273;No Perteneciente;Avenida José Arrieta 6024
Metropolitana de Santiago;RM;Providencia;Clínica Colonial;222742322;No Perteneciente;Avenida Pedro de Valdivia 2652
Metropolitana de Santiago;RM;Lo Barnechea;Instituto Médico el Arrayán;223216506;No Perteneciente;Calle Camino El Alto 17040
Metropolitana de Santiago;RM;Las Condes;Clínica San Carlos de Apoquindo;227548726;No Perteneciente;Calle Camino El Alba 12351
Metropolitana de Santiago;RM;La Reina;Clínica Instituto El Cedro;222751152;No Perteneciente;Calle Julia Berstein 1240
Metropolitana de Santiago;RM;Las Condes;Centro Médico y Dental Megasalud Arauco;224968200;No Perteneciente;Avenida Presidente Kennedy 5413
Metropolitana de Santiago;RM;Las Condes;Centro Médico y Dental Megasalud Padre Hurtado;229799000;No Perteneciente;Avenida Padre 1621
Metropolitana de Santiago;RM;Providencia;Departamento de Bienestar Social de la Dirección General de Aeronáutica Civil;224392811;No Perteneciente;Avenida Eliodoro Yáñez 2394
Metropolitana de Santiago;RM;Las Condes;Central Odontológica de la Fuerzas Armadas y de Orden;227826800;No Perteneciente;Avenida Las Condes 8631
Metropolitana de Santiago;RM;Providencia;Instituto de Enfermedades Circulatorias;227140600;No Perteneciente;Calle Miguel Claro 988
Metropolitana de Santiago;RM;Ñuñoa;Clínica Tregua;222232373;No Perteneciente;Calle Luis Uribe 2866
Metropolitana de Santiago;RM;Las Condes;Centro Médico Militar Rosa O'Higgins;224329078;No Perteneciente;Avenida Américo Vespucio 995
Metropolitana de Santiago;RM;Providencia;Centro Médico Pediátrico Integral Mediclown;222238351;No Perteneciente;Avenida Pedro de Valdivia 2219
Metropolitana de Santiago;RM;Vitacura;Procedimientos Clínicos Alto Tabancura;223719062;No Perteneciente;Avenida Tabancura 1515
Metropolitana de Santiago;RM;Peñalolén;Centro Médico Alto Tobalaba (Vacunatorio Vacci Protex);227586808;No Perteneciente;Calle Sánchez Fontecilla 11870
Metropolitana de Santiago;RM;Providencia;Clínica de Medicina y Estética MYE;222358146;No Perteneciente;Calle Pérez Valenzuela 1551
Metropolitana de Santiago;RM;Providencia;Centro Médico Vida Integra Tobalaba;225664761;No Perteneciente;Calle Tobalaba 155
Metropolitana de Santiago;RM;Lo Barnechea;Clínica Monteblanco;223215000;No Perteneciente;Calle Camino a Farellones, km. 4 18780
Metropolitana de Santiago;RM;Providencia;Consultorio Escuela de Carabineros de Chile;229221243;No Perteneciente;Calle Antonio Varas 1842
Metropolitana de Santiago;RM;Renca;Centro de Salud Familiar Huamachuco;225743850;Perteneciente;Calle Las Margaritas 2466
Metropolitana de Santiago;RM;Padre Hurtado;Centro de Salud Familiar Juan Pablo II de Padre Hurtado;225746300;Perteneciente;Calle 2ª Transversal 1657
Metropolitana de Santiago;RM;Peñaflor;Centro de Salud Familiar Dr. Fernando Monckeberg;225745750;Perteneciente;Calle La Concepción 73
Metropolitana de Santiago;RM;El Monte;Centro de Salud Familiar El Monte;225743103;Perteneciente;Avenida Los Libertadores 531
Metropolitana de Santiago;RM;Isla de Maipo;Centro de Salud Familiar Isla de Maipo;225744350;Perteneciente;Calle Manuel Rodríguez 1001
Metropolitana de Santiago;RM;Melipilla;Centro de Salud Familiar Dr. Edelberto Elgueta;225743550;Perteneciente;Calle Arza 1576
Metropolitana de Santiago;RM;Melipilla;Centro de Salud Familiar Dr. Francisco Boris Soler;225745310;Perteneciente;Calle Silvia Chávez 1650
Metropolitana de Santiago;RM;Melipilla;Centro de Salud Familiar San Manuel;225745500;Perteneciente;
Metropolitana de Santiago;RM;Melipilla;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;;Perteneciente;Calle Artesana Julita Vera 354
Metropolitana de Santiago;RM;Maria Pinto;Centro de Salud Familiar Adriana Madrid De Costabal;225745000;Perteneciente;Calle Francisco Costabal 78
Metropolitana de Santiago;RM;San Pedro;Centro de Salud Familiar San Pedro;228326747;Perteneciente;Avenida Hermosilla 11
Metropolitana de Santiago;RM;Talagante;Centro de Salud Familiar Dr. Alberto Allende Jones;225919106;Perteneciente;Calle Esmeralda 2049
Metropolitana de Santiago;RM;Alhué;Centro de Salud Familiar Villa Alhué;225760105;Perteneciente;
Metropolitana de Santiago;RM;Talagante;Posta de Salud Rural Aliro Cárcarmo (Lonquén);228559304;Perteneciente;
Metropolitana de Santiago;RM;Pudahuel;Centro Comunitario de Salud Familiar Irene Frei Montalva;226402595;Perteneciente;
Metropolitana de Santiago;RM;Isla de Maipo;Centro de Salud Familiar La Islita;;Perteneciente;Calle Río Maipo, Villa El Maitén, La Islita 4517
Metropolitana de Santiago;RM;Isla de Maipo;Posta de Salud Rural San Antonio de Naltagua;;Perteneciente;
Metropolitana de Santiago;RM;Isla de Maipo;Posta de Salud Rural Gacitúa;;Perteneciente;
Metropolitana de Santiago;RM;Isla de Maipo;Posta de Salud Rural Las Mercedes ( Isla de Maipo );;Perteneciente;
